date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:50:59	3231/3231	---M-Z	200	added ('OK')	text/x-python	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/buffer.py	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/buffer.py	(from http://www.composingprograms.com/examples/scalc/buffer.py.html)
23:51:00	3991/3991	---M-Z	200	added ('OK')	text/x-python	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/scalc.py	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/scalc.py	(from http://www.composingprograms.com/examples/scalc/scalc.py.html)
23:51:04	314/314	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:51:05%20GMT	http://www.composingprograms.com/examples/parallel/css/assignments.css	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/parallel/css/assignments.af.delayed	(from http://www.composingprograms.com/examples/parallel/crawler.py.html)
23:51:04	10099/10099	---M-Z	200	added ('OK')	text/x-python	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/parallel/crawler.py	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/parallel/crawler.py	(from http://www.composingprograms.com/examples/parallel/crawler.py.html)
23:51:05	20471/20471	---M-Z	200	added ('OK')	text/x-python	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/parallel/particle.py	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/parallel/particle.py	(from http://www.composingprograms.com/examples/parallel/particle.py.html)
23:51:06	90/90	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	(from http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:51:07	3762/3762	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_gloss-wave_35_f6a828_500x100.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_gloss-wave_35_f6a828_500x100.png	(from http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:51:11	104/104	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_glass_100_f6f6f6_1x400.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_glass_100_f6f6f6_1x400.png	(from http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:51:12	105/105	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_glass_65_ffffff_1x400.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_glass_65_ffffff_1x400.png	(from http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:51:13	129/129	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	(from http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:51:14	260/260	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_diagonals-thick_18_b81900_40x40.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_diagonals-thick_18_b81900_40x40.png	(from http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:51:15	4369/4369	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-icons_222222_256x240.png	(from http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:51:15	4369/4369	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-icons_ffffff_256x240.png	(from http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:51:16	4369/4369	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-icons_ef8c08_256x240.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-icons_ef8c08_256x240.png	(from http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:51:19	4369/4369	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-icons_228ef1_256x240.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-icons_228ef1_256x240.png	(from http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:51:24	4369/4369	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-icons_ffd27a_256x240.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-icons_ffd27a_256x240.png	(from http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:51:25	251/251	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_diagonals-thick_20_666666_40x40.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_diagonals-thick_20_666666_40x40.png	(from http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:51:32	178/178	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_flat_10_000000_40x100.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/images/ui-bg_flat_10_000000_40x100.png	(from http://www.composingprograms.com/versions/v1/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css)
23:51:34	751/751	---M--	200	added ('OK')	text/css	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/css/61a_style.css	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/css/61a_style.css	(from http://www.composingprograms.com/examples/scalc/css/assignments.css)
23:51:35	3097/3097	---M-Z	200	added ('OK')	text/x-python	etag:%22Q-jK7A%22	http://www.composingprograms.com/examples/scalc/ucb.py	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/examples/scalc/ucb.py	(from http://www.composingprograms.com/examples/scalc/ucb.py.html)
